Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S179887167,House Sparrow,Passer domesticus,31261,6,US-NJ,Somerset,L30869750,Moraine Crest Park,40.7107291,-74.5638128,2024-06-07,07:00 AM,eBird - Traveling Count,60,1,4.023,,1
S180897530,House Sparrow,Passer domesticus,31261,8,US-NJ,Somerset,L30869750,Moraine Crest Park,40.7107291,-74.5638128,2024-06-11,07:30 AM,eBird - Traveling Count,120,1,8.047,,1
S183081746,House Sparrow,Passer domesticus,31261,6,US-NJ,Somerset,L30869750,Moraine Crest Park,40.7107291,-74.5638128,2024-06-22,09:00 AM,eBird - Traveling Count,60,1,4.023,,1
S186506494,House Sparrow,Passer domesticus,31261,6,US-NJ,Somerset,L30869750,Moraine Crest Park,40.7107291,-74.5638128,2024-07-11,08:30 AM,eBird - Traveling Count,90,1,7.242,,1
S186963852,House Sparrow,Passer domesticus,31261,6,US-NJ,Somerset,L30869750,Moraine Crest Park,40.7107291,-74.5638128,2024-07-14,08:30 AM,eBird - Traveling Count,60,1,3.219,,1
S200813355,House Sparrow,Passer domesticus,31261,12,US-NJ,Somerset,L30869750,Moraine Crest Park,40.7107291,-74.5638128,2024-10-30,10:00 AM,eBird - Traveling Count,120,1,4.828,,1,,,Moraine Crest to St. Bernards Cemetery (most of the sightings) and up Ambar and Dobbs St.
S201331190,House Sparrow,Passer domesticus,31261,8,US-NJ,Somerset,L30869750,Moraine Crest Park,40.7107291,-74.5638128,2024-11-03,09:00 AM,eBird - Traveling Count,90,1,6.437,,1
S171127865,House Sparrow,Passer domesticus,31261,6,US-NJ,Somerset,L31113761,Olcott at Childsworth,40.723687,-74.564933,2024-04-30,08:00 AM,eBird - Traveling Count,60,1,4.828,,1
S175687513,House Sparrow,Passer domesticus,31261,4,US-NJ,Somerset,L30869330,Peter's Tract,40.7321187,-74.5831182,2024-05-19,09:00 AM,eBird - Traveling Count,120,1,6.437,,1,,,Up Claremont from downtown Bernardsville &gt; Mendham Rd &gt; Chestnut Rd &gt; Seney to Claremont.
S175994865,House Sparrow,Passer domesticus,31261,6,US-NJ,Somerset,L30869330,Peter's Tract,40.7321187,-74.5831182,2024-05-20,08:00 AM,eBird - Traveling Count,60,1,4.023,,1
S178251108,House Sparrow,Passer domesticus,31261,4,US-NJ,Somerset,L30869330,Peter's Tract,40.7321187,-74.5831182,2024-05-30,01:00 PM,eBird - Traveling Count,120,1,8.047,,1
S191014934,House Sparrow,Passer domesticus,31261,8,US-NJ,Somerset,L30869330,Peter's Tract,40.7321187,-74.5831182,2024-08-10,02:00 PM,eBird - Traveling Count,90,1,8.047,,1
S62448252,House Sparrow,Passer domesticus,31261,1,US-NJ,Somerset,L301838,Scherman-Hoffman Wildlife Sanctuary,40.7445813,-74.5518721,2019-12-19,01:00 PM,eBird - Stationary Count,60,1,,,2,,,All sightings except the robin were t the NJ Audubon bird feeders.
S157887370,House Sparrow,Passer domesticus,31261,2,US-NJ,Somerset,L301838,Scherman-Hoffman Wildlife Sanctuary,40.7445813,-74.5518721,2024-01-02,11:00 AM,eBird - Traveling Count,120,1,6.437,,1,,,"From Mt. Airy Rd in Bernardsville, NJ, out Old Army Rd to NJ Audubon, but most sightings were on Olcott."
S170420020,House Sparrow,Passer domesticus,31261,6,US-NJ,Somerset,L301838,Scherman-Hoffman Wildlife Sanctuary,40.7445813,-74.5518721,2024-04-26,01:00 PM,eBird - Traveling Count,180,1,9.656,,1,,,"From NJ Audubon building up and back to Cross Estates, then over to Bedwell School along NJ Audubon trail between Old Army and Chestnut, and down Seney to Mt. Airy Rd."
S171953450,House Sparrow,Passer domesticus,31261,8,US-NJ,Somerset,L301838,Scherman-Hoffman Wildlife Sanctuary,40.7445813,-74.5518721,2024-05-04,08:00 AM,eBird - Traveling Count,80,1,2.414,,30,,,Birding walk led by Stefanie Punnett at NJ Audubon/Scherman Hoffman Wildlife Sanctuary
S181208972,House Sparrow,Passer domesticus,31261,6,US-NJ,Somerset,L33284784,Seney Drive,40.7322975,-74.5661989,2024-06-13,07:30 AM,eBird - Traveling Count,90,1,8.047,,1
S184217487,House Sparrow,Passer domesticus,31261,2,US-NJ,Somerset,L33284784,Seney Drive,40.7322975,-74.5661989,2024-06-26,12:00 PM,eBird - Traveling Count,90,1,6.437,,1
S184986634,House Sparrow,Passer domesticus,31261,6,US-NJ,Somerset,L33284784,Seney Drive,40.7322975,-74.5661989,2024-07-01,09:00 AM,eBird - Traveling Count,120,1,8.047,,1
S186065200,House Sparrow,Passer domesticus,31261,6,US-NJ,Somerset,L33284784,Seney Drive,40.7322975,-74.5661989,2024-07-08,09:30 AM,eBird - Traveling Count,90,1,6.437,,1
S186507542,House Sparrow,Passer domesticus,31261,4,US-NJ,Somerset,L33284784,Seney Drive,40.7322975,-74.5661989,2024-07-09,10:00 AM,eBird - Traveling Count,90,1,8.047,,1
S186630870,House Sparrow,Passer domesticus,31261,4,US-NJ,Somerset,L33284784,Seney Drive,40.7322975,-74.5661989,2024-07-12,10:00 AM,eBird - Traveling Count,90,1,8.047,,1
S186830518,House Sparrow,Passer domesticus,31261,6,US-NJ,Somerset,L33284784,Seney Drive,40.7322975,-74.5661989,2024-07-13,11:30 AM,eBird - Traveling Count,90,1,7.242,,1
S187410926,House Sparrow,Passer domesticus,31261,4,US-NJ,Somerset,L33284784,Seney Drive,40.7322975,-74.5661989,2024-07-17,11:00 AM,eBird - Traveling Count,60,1,4.023,,1
S187726555,House Sparrow,Passer domesticus,31261,4,US-NJ,Somerset,L33284784,Seney Drive,40.7322975,-74.5661989,2024-07-19,09:30 AM,eBird - Traveling Count,90,1,6.437,,1
S190800319,House Sparrow,Passer domesticus,31261,8,US-NJ,Somerset,L33284784,Seney Drive,40.7322975,-74.5661989,2024-08-09,09:30 AM,eBird - Traveling Count,90,1,6.437,,1
S193893034,House Sparrow,Passer domesticus,31261,12,US-NJ,Somerset,L33284784,Seney Drive,40.7322975,-74.5661989,2024-09-03,09:30 AM,eBird - Traveling Count,70,1,8.047,,1
S194199255,House Sparrow,Passer domesticus,31261,48,US-NJ,Somerset,L33284784,Seney Drive,40.7322975,-74.5661989,2024-09-06,09:30 AM,eBird - Traveling Count,90,1,8.047,,1
S200717308,House Sparrow,Passer domesticus,31261,12,US-NJ,Somerset,L33284784,Seney Drive,40.7322975,-74.5661989,2024-10-29,10:00 AM,eBird - Traveling Count,90,1,6.437,,1
S201011843,House Sparrow,Passer domesticus,31261,6,US-NJ,Somerset,L33284784,Seney Drive,40.7322975,-74.5661989,2024-11-01,10:00 AM,eBird - Traveling Count,120,1,8.047,,1
S203035462,House Sparrow,Passer domesticus,31261,6,US-NJ,Somerset,L33284784,Seney Drive,40.7322975,-74.5661989,2024-11-18,09:30 AM,eBird - Traveling Count,90,1,6.437,,1
S161036926,House Sparrow,Passer domesticus,31261,6,US-NJ,Somerset,L29169265,Somerset Hills Country Club,40.722964,-74.580061,2024-02-09,09:00 AM,eBird - Traveling Count,90,1,5.633,,1,,,Mt Airy &gt; Anderson Hill &gt; Claremont &gt; Olcott Ln &gt; Round Top Ln at Mine Mountain Rd and back
S171021747,House Sparrow,Passer domesticus,31261,6,US-NJ,Somerset,L29169265,Somerset Hills Country Club,40.722964,-74.580061,2024-04-29,09:30 AM,eBird - Traveling Count,120,1,8.047,,1,,,"Mt. Airy Rd &gt; Anderson Hill Rd &gt; Clarendon &gt; Olcott Ln &gt; Round Top Rd (on the golf course lane) &gt; Laurelwood and back, with stop on 123 Clarendon at Goldfinch.Cafe for a cortado."
S184212813,House Sparrow,Passer domesticus,31261,6,US-NJ,Somerset,L29169265,Somerset Hills Country Club,40.722964,-74.580061,2024-06-28,10:30 AM,eBird - Traveling Count,90,1,7.242,,1
S185302472,House Sparrow,Passer domesticus,31261,6,US-NJ,Somerset,L29169265,Somerset Hills Country Club,40.722964,-74.580061,2024-07-04,09:30 AM,eBird - Traveling Count,90,1,6.437,,1
S189434853,House Sparrow,Passer domesticus,31261,6,US-NJ,Somerset,L35293620,Somerset Hills Memorial Park,40.704178,-74.57431,2024-07-29,08:00 AM,eBird - Traveling Count,90,1,6.437,,1,,,Mt. Airy &gt; Somerset Hills &gt; Pill Hill and back to downtown Bernardsville
S191939757,House Sparrow,Passer domesticus,31261,6,US-NJ,Somerset,L35293620,Somerset Hills Memorial Park,40.704178,-74.57431,2024-08-18,09:30 AM,eBird - Traveling Count,90,1,6.437,,1,,,from Mt Airy at Dobbs St. via Kiwanis Park and Stirling Rd. and back
S179392314,House Sparrow,Passer domesticus,31261,8,US-NJ,Somerset,L28558215,Southard Park,40.710548,-74.542139,2024-06-04,07:30 AM,eBird - Traveling Count,120,1,9.656,,1,,,Bernardsville &gt; Conklin &gt; Washington &gt; Oak &gt; Ridge Oak &gt; Southard and back via Oak &gt; Washington &gt; Conklin
S183709429,House Sparrow,Passer domesticus,31261,6,US-NJ,Somerset,L28558215,Southard Park,40.710548,-74.542139,2024-06-25,09:00 AM,eBird - Traveling Count,150,1,8.047,,1
S188407056,House Sparrow,Passer domesticus,31261,4,US-NJ,Somerset,L28558215,Southard Park,40.710548,-74.542139,2024-07-23,09:00 AM,eBird - Traveling Count,90,1,8.047,,1
S188960140,House Sparrow,Passer domesticus,31261,3,US-NJ,Somerset,L28558215,Southard Park,40.710548,-74.542139,2024-07-26,10:00 AM,eBird - Traveling Count,90,1,8.047,,1
S191407251,House Sparrow,Passer domesticus,31261,12,US-NJ,Somerset,L28558215,Southard Park,40.710548,-74.542139,2024-08-13,10:00 AM,eBird - Traveling Count,90,1,8.047,,1
S192166532,House Sparrow,Passer domesticus,31261,4,US-NJ,Somerset,L28558215,Southard Park,40.710548,-74.542139,2024-08-20,10:00 AM,eBird - Traveling Count,90,1,8.047,,1
S192975659,House Sparrow,Passer domesticus,31261,24,US-NJ,Somerset,L28558215,Southard Park,40.710548,-74.542139,2024-08-27,10:00 AM,eBird - Traveling Count,90,1,9.656,,1
S196366211,House Sparrow,Passer domesticus,31261,4,US-NJ,Somerset,L28558215,Southard Park,40.710548,-74.542139,2024-09-24,09:00 AM,eBird - Traveling Count,90,1,6.437,,1
S200000741,House Sparrow,Passer domesticus,31261,12,US-NJ,Somerset,L28558215,Southard Park,40.710548,-74.542139,2024-10-23,08:00 AM,eBird - Traveling Count,90,1,6.437,,1,,,Bernardsville to Basking Ridge and back along Washington.
S200915111,House Sparrow,Passer domesticus,31261,12,US-NJ,Somerset,L28558215,Southard Park,40.710548,-74.542139,2024-10-31,09:00 AM,eBird - Traveling Count,90,1,8.047,,1,,,Bernardsville to Basking Ridge + Southard Park via Washington &gt; Ridge &gt; Finley and back
S201584408,House Sparrow,Passer domesticus,31261,24,US-NJ,Somerset,L28558215,Southard Park,40.710548,-74.542139,2024-11-05,09:00 AM,eBird - Traveling Count,120,1,6.437,,1
S201584812,House Sparrow,Passer domesticus,31261,12,US-NJ,Somerset,L28558215,Southard Park,40.710548,-74.542139,2024-11-06,09:00 AM,eBird - Traveling Count,90,1,6.437,,1
S203821028,House Sparrow,Passer domesticus,31261,8,US-NJ,Somerset,L28558215,Southard Park,40.710548,-74.542139,2024-11-27,08:30 AM,eBird - Traveling Count,120,1,9.656,,1,,,Most sightings were along Manchester Drive in the Ridge Oak complex area adjoining the Great Swamp.
S176195285,House Sparrow,Passer domesticus,31261,5,US-NJ,Somerset,L32123221,"St. Bernard's Cemetery, Bernardsville, NJ",40.7065694,-74.5580449,2024-05-21,10:00 AM,eBird - Traveling Count,120,1,8.047,,1
S176378270,House Sparrow,Passer domesticus,31261,6,US-NJ,Somerset,L32123221,"St. Bernard's Cemetery, Bernardsville, NJ",40.7065694,-74.5580449,2024-05-22,10:00 AM,eBird - Traveling Count,90,1,5.633,,1
S177812681,House Sparrow,Passer domesticus,31261,8,US-NJ,Somerset,L32123221,"St. Bernard's Cemetery, Bernardsville, NJ",40.7065694,-74.5580449,2024-05-28,07:30 AM,eBird - Traveling Count,90,1,7.242,,1
S178045146,House Sparrow,Passer domesticus,31261,4,US-NJ,Somerset,L32123221,"St. Bernard's Cemetery, Bernardsville, NJ",40.7065694,-74.5580449,2024-05-29,01:00 PM,eBird - Traveling Count,60,1,4.023,,1
S179151919,House Sparrow,Passer domesticus,31261,8,US-NJ,Somerset,L32123221,"St. Bernard's Cemetery, Bernardsville, NJ",40.7065694,-74.5580449,2024-06-03,08:30 AM,eBird - Traveling Count,60,1,4.023,,1
S179757518,House Sparrow,Passer domesticus,31261,8,US-NJ,Somerset,L32123221,"St. Bernard's Cemetery, Bernardsville, NJ",40.7065694,-74.5580449,2024-06-05,08:00 AM,eBird - Traveling Count,60,1,4.023,,1
S181023560,House Sparrow,Passer domesticus,31261,4,US-NJ,Somerset,L32123221,"St. Bernard's Cemetery, Bernardsville, NJ",40.7065694,-74.5580449,2024-06-12,09:00 AM,eBird - Traveling Count,60,1,4.023,,1
S182368324,House Sparrow,Passer domesticus,31261,4,US-NJ,Somerset,L32123221,"St. Bernard's Cemetery, Bernardsville, NJ",40.7065694,-74.5580449,2024-06-18,07:30 AM,eBird - Traveling Count,120,1,8.047,,1
S185126966,House Sparrow,Passer domesticus,31261,4,US-NJ,Somerset,L32123221,"St. Bernard's Cemetery, Bernardsville, NJ",40.7065694,-74.5580449,2024-07-03,07:30 AM,eBird - Traveling Count,120,1,8.047,,1
S187281407,House Sparrow,Passer domesticus,31261,6,US-NJ,Somerset,L32123221,"St. Bernard's Cemetery, Bernardsville, NJ",40.7065694,-74.5580449,2024-07-16,08:00 AM,eBird - Traveling Count,90,1,7.242,,1
S190469589,House Sparrow,Passer domesticus,31261,12,US-NJ,Somerset,L32123221,"St. Bernard's Cemetery, Bernardsville, NJ",40.7065694,-74.5580449,2024-08-06,12:00 PM,eBird - Traveling Count,90,1,8.047,,1
S192346906,House Sparrow,Passer domesticus,31261,24,US-NJ,Somerset,L32123221,"St. Bernard's Cemetery, Bernardsville, NJ",40.7065694,-74.5580449,2024-08-22,07:00 AM,eBird - Traveling Count,60,1,4.023,,1
S193178186,House Sparrow,Passer domesticus,31261,6,US-NJ,Somerset,L32123221,"St. Bernard's Cemetery, Bernardsville, NJ",40.7065694,-74.5580449,2024-08-29,06:30 AM,eBird - Traveling Count,90,1,8.047,,1
S203035203,House Sparrow,Passer domesticus,31261,6,US-NJ,Somerset,L32123221,"St. Bernard's Cemetery, Bernardsville, NJ",40.7065694,-74.5580449,2024-11-19,09:30 AM,eBird - Traveling Count,90,1,6.437,,1,,,"Most sightings in St. Bernard's Cemetery, although I walked Mt. Airy/Bernardsville to Basking Ridge and back."
S203585170,House Sparrow,Passer domesticus,31261,4,US-NJ,Somerset,L32123221,"St. Bernard's Cemetery, Bernardsville, NJ",40.7065694,-74.5580449,2024-11-25,09:00 AM,eBird - Traveling Count,90,1,6.437,,1
S55024947,House Sparrow,Passer domesticus,31261,3,MX-DIF,Tlalpan,L224076,ANP Bosque de Tlalpan,19.2923094,-99.2007709,2019-04-16,10:00 AM,eBird - Traveling Count,90,1,3.219,,4
S60353753,House Sparrow,Passer domesticus,31261,6,MX-DIF,Tlalpan,L224076,ANP Bosque de Tlalpan,19.2923094,-99.2007709,2019-10-03,11:00 AM,eBird - Traveling Count,60,1,3.219,,4
S64337312,House Sparrow,Passer domesticus,31261,8,MX-DIF,Tlalpan,L224076,ANP Bosque de Tlalpan,19.2923094,-99.2007709,2020-02-10,10:00 AM,eBird - Traveling Count,120,1,3.219,,6
S64660185,House Sparrow,Passer domesticus,31261,4,MX-DIF,Tlalpan,L10793983,"Calle Seye y Ciclo Pista, Lomas de Padierna Sur, Tlalpan, CDMX,",19.2752058,-99.2302422,2020-02-15,10:00 AM,eBird - Stationary Count,60,1,,,1,,,Rooftop view.
S62451330,House Sparrow,Passer domesticus,31261,6,MX-DIF,Tlalpan,L10315737,Cicolpista Ferrocarril de Cuernavaca,19.2726833,-99.2190742,2019-11-26,08:00 AM,eBird - Traveling Count,60,1,3.219,,2,,,Along the Ciclopista from Seye to Picacho-Ajusco.
S198708614,House Sparrow,Passer domesticus,31261,12,CA-ON,Toronto,L37297931,Toronto - Don Valley Brick Works - ponds,43.6867326,-79.3656541,2024-10-12,07:30 AM,eBird - Traveling Count,240,1,13.679,,1
S199386290,House Sparrow,Passer domesticus,31261,12,CA-ON,Toronto,L37426908,Toronto - Victor Avenue,43.66758,-79.350339,2024-10-16,03:00 AM,eBird - Stationary Count,60,1,,,1
S199386551,House Sparrow,Passer domesticus,31261,12,CA-ON,Toronto,L37426908,Toronto - Victor Avenue,43.66758,-79.350339,2024-10-17,04:00 PM,eBird - Stationary Count,60,1,,,1
S199386795,House Sparrow,Passer domesticus,31261,24,CA-ON,Toronto,L37426908,Toronto - Victor Avenue,43.66758,-79.350339,2024-10-18,02:00 PM,eBird - Stationary Count,60,1,,,1
S200001907,House Sparrow,Passer domesticus,31261,12,CA-ON,Toronto,L37426908,Toronto - Victor Avenue,43.66758,-79.350339,2024-10-19,03:00 PM,eBird - Stationary Count,60,1,,,1
S198709358,House Sparrow,Passer domesticus,31261,12,CA-ON,Toronto,L37298105,Toronto - Withrow Park,43.6756727,-79.3524632,2024-10-13,08:00 AM,eBird - Traveling Count,60,1,3.219,,1
S55096552,House Sparrow,Passer domesticus,31261,10,MX-DIF,Xochimilco,L6478768,Bosque de Nativitas,19.248951,-99.0986109,2019-04-18,10:00 AM,eBird - Traveling Count,120,1,4.828,,5,,,"Xochimilco, CDMX"
S196733272,American Pipit,Anthus rubescens,31605,1,CA-ON,Bruce,L36884819,Bruce Beach,44.1268013,-81.6895695,2024-09-28,07:00 AM,eBird - Traveling Count,90,1,6.437,,1,,,#6 to Concession and back.
S166045993,American Pipit,Anthus rubescens,31605,1,US-NJ,Somerset,L30869750,Moraine Crest Park,40.7107291,-74.5638128,2024-03-26,10:00 AM,eBird - Traveling Count,90,1,7.242,,1
S200510111,Evening Grosbeak,Coccothraustes vespertinus,31806,1,US-NJ,Somerset,L209724,Lord Stirling Park,40.6951161,-74.5205601,2024-10-27,09:00 AM,eBird - Traveling Count,120,1,9.656,,1,,At East Observation Tower in The Great Swamp. Merlin id.,"To East Observation Tower and on to Boondocks and back on central trail, plus walk to downtown Basking Ridge."
S59251146,House Finch,Haemorhous mexicanus,32034,4,US-OR,Clackamas,L6565270,Westlake Park,45.425574,-122.728426,2019-08-25,08:00 AM,eBird - Stationary Count,120,1,,,1,,,millet and hummingbird feeders
S69112915,House Finch,Haemorhous mexicanus,32034,16,US-CA,Contra Costa,L275399,Mt. Diablo SP--Mitchell Canyon,37.9149001,-121.9479203,2020-05-14,09:30 AM,eBird - Traveling Count,180,1,9.656,,1,,,"Started at Dana Park and hiked cross country to and up Mitchell Canyon (parking lot closed), where most of the sightings were."
S91151065,House Finch,Haemorhous mexicanus,32034,6,US-CA,Contra Costa,L275399,Mt. Diablo SP--Mitchell Canyon,37.9149001,-121.9479203,2021-07-02,10:00 AM,eBird - Traveling Count,120,1,8.851,,2
S170163848,House Finch,Haemorhous mexicanus,32034,4,US-NJ,Cumberland,L30931041,Natuxent Wildlife Management Area,39.300427,-75.173622,2024-04-24,02:00 PM,eBird - Traveling Count,90,1,6.437,,1
S132319285,House Finch,Haemorhous mexicanus,32034,1,US-MN,Hennepin,L385340,Minnesota Valley NWR--Headquarters,44.8597018,-93.2141876,2023-03-31,11:30 AM,eBird - Stationary Count,60,1,,,2,,,Watching the bird feeders.
S106146615,House Finch,Haemorhous mexicanus,32034,1,US-MN,Hennepin,L152123,Wood Lake Nature Center,44.8773731,-93.2931089,2022-04-02,04:00 PM,eBird - Traveling Count,60,1,2.414,,2
S110525908,House Finch,Haemorhous mexicanus,32034,3,US-MN,Ramsey,L1345833,Linwood Park,44.9333824,-93.1351726,2022-05-17,04:00 PM,eBird - Traveling Count,120,1,4.828,,1,,,McQuillan to Linwood Park and back.
S119476678,House Finch,Haemorhous mexicanus,32034,1,US-MN,Ramsey,L2849582,Macalester College,44.9376761,-93.1685686,2022-09-26,11:00 AM,eBird - Traveling Count,120,1,6.437,,1,,,"Down Pascal to Highland Park, up Edgecumbe to Randolph, Jefferson to Snelling."
S134903861,House Finch,Haemorhous mexicanus,32034,4,US-MN,Ramsey,L2849582,Macalester College,44.9376761,-93.1685686,2023-04-24,12:00 PM,eBird - Traveling Count,120,1,6.437,,1
S114536324,House Finch,Haemorhous mexicanus,32034,8,US-MN,Ramsey,L18865915,"Martin Luther King Park, 271 Mackubin St., St Paul, MN 55102",44.9494978,-93.1247291,2022-07-06,09:30 AM,eBird - Traveling Count,60,1,2.414,,1
S114685750,House Finch,Haemorhous mexicanus,32034,2,US-MN,Ramsey,L18865915,"Martin Luther King Park, 271 Mackubin St., St Paul, MN 55102",44.9494978,-93.1247291,2022-07-08,09:30 AM,eBird - Traveling Count,60,1,1.609,,1
S135827231,House Finch,Haemorhous mexicanus,32034,3,US-MN,Ramsey,L23988370,Mattocks Park,44.9299036,-93.1681413,2023-05-02,12:00 PM,eBird - Traveling Count,60,1,3.219,,1,,,All sighting in Mattocks Park.
S94416532,House Finch,Haemorhous mexicanus,32034,1,US-MN,Ramsey,L16299183,"McQuillan Park - St Paul, MN",44.9457299,-93.1212762,2021-09-09,08:30 AM,eBird - Traveling Count,90,1,5.633,,1,,,Down Laurel to St Paul Cathedral and back via Summit.
S108777859,House Finch,Haemorhous mexicanus,32034,1,US-MN,Ramsey,L16299183,"McQuillan Park - St Paul, MN",44.9457299,-93.1212762,2022-05-02,05:00 PM,eBird - Traveling Count,90,1,4.828,,1,,,To Linwood Park and back.
S111820969,House Finch,Haemorhous mexicanus,32034,2,US-MN,Ramsey,L16299183,"McQuillan Park - St Paul, MN",44.9457299,-93.1212762,2022-05-31,11:00 AM,eBird - Traveling Count,90,1,6.437,,1,,,From Mackubin on Ashland to Lexington and back.
S112961270,House Finch,Haemorhous mexicanus,32034,4,US-MN,Ramsey,L16299183,"McQuillan Park - St Paul, MN",44.9457299,-93.1212762,2022-06-14,01:00 PM,eBird - Traveling Count,120,1,5.633,,1,,,Mackubin to Lexington on Laurel; back on Hague.
S113580350,House Finch,Haemorhous mexicanus,32034,4,US-MN,Ramsey,L16299183,"McQuillan Park - St Paul, MN",44.9457299,-93.1212762,2022-06-22,11:00 AM,eBird - Traveling Count,120,1,5.633,,1
S116626338,House Finch,Haemorhous mexicanus,32034,8,US-MN,Ramsey,L16299183,"McQuillan Park - St Paul, MN",44.9457299,-93.1212762,2022-08-09,01:30 PM,eBird - Traveling Count,75,1,4.023,,1
S116694620,House Finch,Haemorhous mexicanus,32034,12,US-MN,Ramsey,L16299183,"McQuillan Park - St Paul, MN",44.9457299,-93.1212762,2022-08-10,01:00 PM,eBird - Traveling Count,120,1,6.437,,1
S133270008,House Finch,Haemorhous mexicanus,32034,1,US-MN,Ramsey,L23503674,Mississippi River Trail,44.9294344,-93.1971958,2023-04-09,01:30 PM,eBird - Traveling Count,120,1,6.437,,1,,,Saint Clair Avenue to Mississippi River Trail to Randolph; all sightings on Mississippi River Trail.
S53352418,House Finch,Haemorhous mexicanus,32034,2,US-CA,San Mateo,L247966,Coyote Point County Park,37.5899626,-122.3215145,2019-03-02,08:44 AM,eBird - Traveling Count,261,1,2.575,,5,,Heard
S91654693,House Finch,Haemorhous mexicanus,32034,24,US-CA,San Mateo,L7056808,Menlo Park Civic Center,37.4538921,-122.1782864,2021-07-11,08:00 AM,eBird - Traveling Count,120,1,9.656,,1,,,"Down Alma to University in Palo Alto, then out Palm, then back via Children's Hospital and El Camino back to Menlo Park."
S58607194,House Finch,Haemorhous mexicanus,32034,4,US-CA,Santa Clara,L8051027,Campbell Park,37.286102,-121.939639,2019-07-31,06:30 PM,eBird - Traveling Count,60,1,4.023,,1,,,Campbell Park on south side of Los Gatos Creek west to the dam and back on the east side (birds all seen on the east side).
S67971846,House Finch,Haemorhous mexicanus,32034,30,US-CA,Santa Clara,L4309025,Central Park,37.3427558,-121.975193,2020-04-28,07:30 AM,eBird - Traveling Count,90,1,4.023,,1
S154519594,House Finch,Haemorhous mexicanus,32034,4,US-CA,Santa Clara,L4309025,Central Park,37.3427558,-121.975193,2023-11-15,09:00 AM,eBird - Traveling Count,120,1,8.047,,1
S65632601,House Finch,Haemorhous mexicanus,32034,6,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2020-03-08,03:30 PM,eBird - Traveling Count,90,1,4.023,,1
S68453585,House Finch,Haemorhous mexicanus,32034,4,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2020-05-05,08:00 AM,eBird - Traveling Count,120,1,3.219,,2
S70320984,House Finch,Haemorhous mexicanus,32034,6,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2020-06-11,08:00 AM,eBird - Traveling Count,60,1,3.219,,2
S70613225,House Finch,Haemorhous mexicanus,32034,6,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2020-06-18,08:00 AM,eBird - Traveling Count,90,1,3.219,,1
S71058521,House Finch,Haemorhous mexicanus,32034,3,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2020-07-02,08:00 AM,eBird - Traveling Count,90,1,4.828,,2
S75876913,House Finch,Haemorhous mexicanus,32034,6,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2020-11-05,08:00 AM,eBird - Traveling Count,90,1,4.023,,2
S77025553,House Finch,Haemorhous mexicanus,32034,12,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2020-12-03,08:00 AM,eBird - Traveling Count,120,1,5.633,,2
S77604826,House Finch,Haemorhous mexicanus,32034,12,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2020-12-16,09:00 AM,eBird - Traveling Count,60,1,3.219,,1
S77925517,House Finch,Haemorhous mexicanus,32034,6,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2020-12-24,08:00 AM,eBird - Traveling Count,75,1,4.023,,1
S88011724,House Finch,Haemorhous mexicanus,32034,18,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2021-05-13,08:00 AM,eBird - Traveling Count,120,1,3.219,,2
S89056031,House Finch,Haemorhous mexicanus,32034,24,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2021-05-26,08:00 AM,eBird - Traveling Count,180,1,4.426,,2
S89956531,House Finch,Haemorhous mexicanus,32034,3,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2021-06-10,08:00 AM,eBird - Traveling Count,120,1,6.035,,2
S150773078,House Finch,Haemorhous mexicanus,32034,6,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2023-09-24,08:30 AM,eBird - Traveling Count,120,1,8.047,,1
S56471727,House Finch,Haemorhous mexicanus,32034,1,US-CA,Santa Clara,L790030,Coyote Creek Parkway--trailhead,37.1672933,-121.6489506,2019-05-18,08:30 AM,eBird - Traveling Count,150,1,3.219,,15,,,Santa Clara Valley Audubon Society outing led by Eve Meier (I've only listed the birds that I actually saw).
S50376602,House Finch,Haemorhous mexicanus,32034,3,US-CA,Santa Clara,L791709,Coyote Creek Trail--Ranch Dr. access,37.4259852,-121.9245958,2018-12-02,09:00 AM,eBird - Traveling Count,180,1,3.219,,50
